id,title,description,price,category,image,specs,skv,mrp,sale_price,features,stock
194,33PF 50V CAPACOTIOR,,50,Miscellaneous,33PF 50V CAPACOTIOR.jpg,"{ ""Product Type"": ""Ceramic Capacitor"", ""Capacitance"": ""33 pF"", ""Rated Voltage"": ""50V DC"", ""Capacitor Type"": ""Ceramic Disc Capacitor"", ""Tolerance"": ""±5% (Typical)"", ""Lead Type"": ""Through-Hole"", ""Operating Temperature"": ""-25°C to +85°C"", ""Weight"": ""Approximately 1 g"" }",C31,,,"[ ""33 pF ceramic capacitor suitable for high-frequency electronic circuits"", ""Rated for operation up to 50V DC"", ""Low loss and stable electrical characteristics for reliable performance"", ""Compatible with Arduino, ESP32, Raspberry Pi, STM32, oscillators, RF circuits, and general electronic applications"", ""Ideal for oscillator circuits, crystal load capacitors, RF tuning, signal filtering, timing circuits, and DIY electronics projects"" ]",1000
195,0.001 UF 50V CAP,,50,Miscellaneous,,"{ ""Product Type"": ""Ceramic Capacitor"", ""Capacitance"": ""0.001 µF (1 nF / 1000 pF)"", ""Rated Voltage"": ""50V DC"", ""Capacitor Type"": ""Ceramic Disc Capacitor"", ""Tolerance"": ""±5% (Typical)"", ""Lead Type"": ""Through-Hole"", ""Operating Temperature"": ""-25°C to +85°C"", ""Weight"": ""Approximately 1 g"" }",C31A,,,"[ ""0.001 µF (1 nF) ceramic capacitor suitable for general-purpose and high-frequency electronic circuits"", ""Rated for operation up to 50V DC"", ""Low loss, stable capacitance, and reliable electrical performance"", ""Compatible with Arduino, ESP32, Raspberry Pi, STM32, amplifiers, oscillators, and filter circuits"", ""Ideal for signal coupling, bypassing, noise suppression, timing circuits, RF applications, and DIY electronics projects"" ]",200
196,0.01UF 50V CAP,,50,Miscellaneous,,"{ ""Product Type"": ""Ceramic Capacitor"", ""Capacitance"": ""0.01 µF (10 nF)"", ""Rated Voltage"": ""50V DC"", ""Capacitor Type"": ""Ceramic Disc Capacitor"", ""Tolerance"": ""±5% (Typical)"", ""Lead Type"": ""Through-Hole"", ""Operating Temperature"": ""-25°C to +85°C"", ""Weight"": ""Approximately 1 g"" }",C31B,,,"[ ""0.01 µF (10 nF) ceramic capacitor for general-purpose electronic circuits"", ""Rated for operation up to 50V DC"", ""Low leakage current with stable capacitance and reliable performance"", ""Compatible with Arduino, ESP32, Raspberry Pi, STM32, amplifiers, oscillators, and filter circuits"", ""Ideal for decoupling, signal coupling, bypassing, noise suppression, timing circuits, and DIY electronics projects"" ]",200
197,0.1 UF 50V CAP,,50,Miscellaneous,,"{ ""Product Type"": ""Ceramic Capacitor"", ""Capacitance"": ""0.01 µF (10 nF)"", ""Rated Voltage"": ""50V DC"", ""Capacitor Type"": ""Ceramic Disc Capacitor"", ""Tolerance"": ""±5% (Typical)"", ""Lead Type"": ""Through-Hole"", ""Operating Temperature"": ""-25°C to +85°C"", ""Weight"": ""Approximately 1 g"" }",C31C,,,"[ ""0.01 µF (10 nF) ceramic capacitor for general-purpose electronic circuits"", ""Rated for operation up to 50V DC"", ""Low leakage current with stable capacitance and reliable performance"", ""Compatible with Arduino, ESP32, Raspberry Pi, STM32, amplifiers, oscillators, and filter circuits"", ""Ideal for decoupling, signal coupling, bypassing, noise suppression, timing circuits, and DIY electronics projects"" ]",200
198,100 PF 50V,,50,Miscellaneous,100 PF 50V.jpeg,"{ ""Product Type"": ""Ceramic Capacitor"", ""Capacitance"": ""100 pF"", ""Rated Voltage"": ""50V DC"", ""Capacitor Type"": ""Ceramic Disc Capacitor"", ""Tolerance"": ""±5% (Typical)"", ""Lead Type"": ""Through-Hole"", ""Operating Temperature"": ""-25°C to +85°C"", ""Weight"": ""Approximately 1 g"" }",C31D,,,"[ ""100 pF ceramic capacitor designed for high-frequency and general-purpose electronic circuits"", ""Rated for operation up to 50V DC"", ""Low loss with stable capacitance for reliable circuit performance"", ""Compatible with Arduino, ESP32, Raspberry Pi, STM32, RF circuits, oscillators, and communication modules"", ""Ideal for crystal oscillator circuits, RF tuning, signal filtering, coupling, timing circuits, and DIY electronics projects"" ]",1000
199,CAP01 O.OO1 UF 50V,,50,Miscellaneous,CAP01 O.OO1 UF 50V.jpg,"{ ""Product Type"": ""Ceramic Capacitor"", ""Capacitance"": ""0.001 µF (1 nF / 1000 pF)"", ""Rated Voltage"": ""50V DC"", ""Capacitor Type"": ""C31CAP01 Ceramic Disc Capacitor"", ""Tolerance"": ""±5% (Typical)"", ""Lead Type"": ""Through-Hole"", ""Operating Temperature"": ""-25°C to +85°C"", ""Weight"": ""Approximately 1 g"" }",C31E,,,"[ ""0.001 µF (1 nF) ceramic capacitor suitable for high-frequency and general-purpose electronic circuits"", ""Rated for operation up to 50V DC"", ""Provides low leakage current, stable capacitance, and reliable electrical performance"", ""Compatible with Arduino, ESP32, Raspberry Pi, STM32, oscillators, RF circuits, and filter applications"", ""Ideal for signal coupling, bypassing, noise suppression, timing circuits, RF tuning, and DIY electronics projects"" ]",1000
200,22 PF 50V,,50,Miscellaneous,22 PF 50V.jpg,"{ ""Product Type"": ""Ceramic Capacitor"", ""Capacitance"": ""22 pF"", ""Rated Voltage"": ""50V DC"", ""Capacitor Type"": ""Ceramic Disc Capacitor"", ""Tolerance"": ""±5% (Typical)"", ""Lead Type"": ""Through-Hole"", ""Operating Temperature"": ""-25°C to +85°C"", ""Weight"": ""Approximately 1 g"" }",C31F,,,"[ ""22 pF ceramic capacitor suitable for high-frequency and general-purpose electronic circuits"", ""Rated for operation up to 50V DC"", ""Low loss and stable capacitance for reliable circuit performance"", ""Compatible with Arduino, ESP32, Raspberry Pi, STM32, crystal oscillators, RF circuits, and communication modules"", ""Ideal for crystal load capacitors, RF tuning, signal filtering, timing circuits, oscillator circuits, and DIY electronics projects"" ]",15
202,1 UF CAP,,50,Miscellaneous,1 UF CAP.jpg,"{ ""Product Type"": ""Electrolytic Capacitor"", ""Capacitance"": ""1 µF"", ""Rated Voltage"": ""50V DC (Typical)"", ""Capacitor Type"": ""Aluminum Electrolytic Capacitor"", ""Tolerance"": ""±20%"", ""Lead Type"": ""Radial Through-Hole"", ""Operating Temperature"": ""-40°C to +105°C"", ""Weight"": ""Approximately 1 g"" }",C32,,,"[ ""1 µF electrolytic capacitor suitable for general-purpose electronic circuits"", ""Provides stable capacitance for filtering, coupling, and decoupling applications"", ""Polarized design with clearly marked positive and negative terminals"", ""Compatible with Arduino, ESP32, Raspberry Pi, STM32, power supply circuits, amplifiers, and embedded systems"", ""Ideal for power supply filtering, signal coupling, bypass circuits, timing applications, and DIY electronics projects"" ]",1000
203,2.2 UF CAP,,50,Miscellaneous,2.2 UF CAP.jpg,"{ ""Product Type"": ""Electrolytic Capacitor"", ""Capacitance"": ""2.2 µF"", ""Rated Voltage"": ""50V DC (Typical)"", ""Capacitor Type"": ""Aluminum Electrolytic Capacitor"", ""Tolerance"": ""±20%"", ""Lead Type"": ""Radial Through-Hole"", ""Operating Temperature"": ""-40°C to +105°C"", ""Weight"": ""Approximately 1 g"" }",C33,,,"[ ""2.2 µF electrolytic capacitor suitable for general-purpose electronic circuits"", ""Provides stable capacitance for filtering, coupling, decoupling, and timing applications"", ""Polarized design with clearly marked positive and negative terminals"", ""Compatible with Arduino, ESP32, Raspberry Pi, STM32, power supply circuits, amplifiers, and embedded systems"", ""Ideal for power supply filtering, signal coupling, bypass circuits, audio electronics, and DIY electronics projects"" ]",500
204,4.7 UF CAP,,50,Miscellaneous,4.7 UF CAP.jpg,"{ ""Product Type"": ""Electrolytic Capacitor"", ""Capacitance"": ""4.7 µF"", ""Rated Voltage"": ""50V DC (Typical)"", ""Capacitor Type"": ""Aluminum Electrolytic Capacitor"", ""Tolerance"": ""±20%"", ""Lead Type"": ""Radial Through-Hole"", ""Operating Temperature"": ""-40°C to +105°C"", ""Weight"": ""Approximately 1 g"" }",C34,,,"[ ""4.7 µF electrolytic capacitor suitable for general-purpose electronic circuits"", ""Provides stable capacitance for filtering, coupling, decoupling, and timing applications"", ""Polarized design with clearly marked positive and negative terminals"", ""Compatible with Arduino, ESP32, Raspberry Pi, STM32, power supply circuits, amplifiers, and embedded systems"", ""Ideal for power supply filtering, signal coupling, bypass circuits, audio electronics, and DIY electronics projects"" ]",500
206,capacitor-10uf100v,,50,Miscellaneous,capacitor-10uf100v.jpg,"{ ""Product Type"": ""Electrolytic Capacitor"", ""Capacitance"": ""10 µF"", ""Rated Voltage"": ""50V DC (Typical)"", ""Capacitor Type"": ""Aluminum Electrolytic Capacitor"", ""Tolerance"": ""±20%"", ""Lead Type"": ""Radial Through-Hole"", ""Operating Temperature"": ""-40°C to +105°C"", ""Weight"": ""Approximately 1 g"" }",C35,,,"[ ""10 µF electrolytic capacitor suitable for general-purpose electronic circuits"", ""Provides stable capacitance for filtering, coupling, decoupling, and timing applications"", ""Polarized design with clearly marked positive and negative terminals"", ""Compatible with Arduino, ESP32, Raspberry Pi, STM32, power supply circuits, amplifiers, and embedded systems"", ""Ideal for power supply filtering, signal coupling, bypass circuits, voltage smoothing, and DIY electronics projects"" ]",220
207,22UF 50v CAP,,50,Miscellaneous,22UF 50v CAP.jpg,"{ ""Product Type"": ""Electrolytic Capacitor"", ""Capacitance"": ""22 µF"", ""Rated Voltage"": ""50V DC (Typical)"", ""Capacitor Type"": ""Aluminum Electrolytic Capacitor"", ""Tolerance"": ""±20%"", ""Lead Type"": ""Radial Through-Hole"", ""Operating Temperature"": ""-40°C to +105°C"", ""Weight"": ""Approximately 2 g"" }",C36,,,"[ ""22 µF electrolytic capacitor suitable for general-purpose electronic circuits"", ""Provides stable capacitance for power supply filtering, coupling, and decoupling applications"", ""Polarized design with clearly marked positive and negative terminals"", ""Compatible with Arduino, ESP32, Raspberry Pi, STM32, power supply circuits, amplifiers, and embedded systems"", ""Ideal for voltage smoothing, bypass circuits, signal coupling, timing circuits, and DIY electronics projects"" ]",500
208,100UF CAP,,50,Miscellaneous,100UF CAP.jpg,"{ ""Product Type"": ""Electrolytic Capacitor"", ""Capacitance"": ""100 µF"", ""Rated Voltage"": ""50V DC (Typical)"", ""Capacitor Type"": ""Aluminum Electrolytic Capacitor"", ""Tolerance"": ""±20%"", ""Lead Type"": ""Radial Through-Hole"", ""Operating Temperature"": ""-40°C to +105°C"", ""Weight"": ""Approximately 3 g"" }",C37,,,"[ ""100 µF electrolytic capacitor suitable for power supply and general-purpose electronic circuits"", ""Provides excellent filtering, voltage smoothing, coupling, and decoupling performance"", ""Polarized design with clearly marked positive and negative terminals"", ""Compatible with Arduino, ESP32, Raspberry Pi, STM32, amplifiers, motor driver circuits, and embedded systems"", ""Ideal for power supply filtering, energy storage, ripple reduction, audio circuits, and DIY electronics projects"" ]",39
209,470 UF CAP,,50,Miscellaneous,470 UF CAP.jpg,"{ ""Product Type"": ""Electrolytic Capacitor"", ""Capacitance"": ""470 µF"", ""Rated Voltage"": ""50V DC (Typical)"", ""Capacitor Type"": ""Aluminum Electrolytic Capacitor"", ""Tolerance"": ""±20%"", ""Lead Type"": ""Radial Through-Hole"", ""Operating Temperature"": ""-40°C to +105°C"", ""Weight"": ""Approximately 5 g"" }",C38,,,"[ ""470 µF electrolytic capacitor suitable for power supply and high-capacitance electronic applications"", ""Provides excellent filtering, voltage smoothing, ripple reduction, and energy storage"", ""Polarized design with clearly marked positive and negative terminals"", ""Compatible with Arduino, ESP32, Raspberry Pi, STM32, motor drivers, power supply circuits, and embedded systems"", ""Ideal for power supply filtering, bulk energy storage, audio amplifiers, motor control circuits, and DIY electronics projects"" ]",1000
210,1000UF CAP,,50,Miscellaneous,1000UF CAP.jpg,"{ ""Product Type"": ""Electrolytic Capacitor"", ""Capacitance"": ""1000 µF"", ""Rated Voltage"": ""50V DC (Typical)"", ""Capacitor Type"": ""Aluminum Electrolytic Capacitor"", ""Tolerance"": ""±20%"", ""Lead Type"": ""Radial Through-Hole"", ""Operating Temperature"": ""-40°C to +105°C"", ""Weight"": ""Approximately 8 g"" }",C39,,,"[ ""1000 µF electrolytic capacitor designed for high-capacitance power supply applications"", ""Provides excellent voltage smoothing, ripple reduction, filtering, and energy storage"", ""Polarized design with clearly marked positive and negative terminals"", ""Compatible with Arduino, ESP32, Raspberry Pi, STM32, power supplies, motor drivers, amplifiers, and embedded systems"", ""Ideal for power supply filtering, bulk energy storage, DC power stabilization, motor control circuits, and DIY electronics projects"" ]",65
211,bc547-npn-transistor,,50,Miscellaneous,bc547-npn-transistor.jpg,"{ ""Product Type"": ""NPN Bipolar Junction Transistor (BJT)"", ""Model"": ""BC547"", ""Transistor Type"": ""NPN"", ""Collector-Emitter Voltage (VCEO)"": ""45V"", ""Collector Current (IC)"": ""100 mA"", ""Power Dissipation"": ""500 mW"", ""Package"": ""TO-92"", ""Weight"": ""Approximately 1 g"" }",C40,,,"[ ""General-purpose NPN transistor suitable for switching and amplification applications"", ""Low noise operation with good current gain characteristics"", ""Compact TO-92 package for easy through-hole PCB mounting"", ""Compatible with Arduino, ESP32, Raspberry Pi, STM32, sensor circuits, relay drivers, and embedded systems"", ""Ideal for signal amplification, switching circuits, LED drivers, relay control, audio circuits, and DIY electronics projects"" ]",300
212,BC558 PNP transistor,,50,Miscellaneous,BC558 PNP transistor.jpg,"{ ""Product Type"": ""PNP Bipolar Junction Transistor (BJT)"", ""Model"": ""BC558"", ""Transistor Type"": ""PNP"", ""Collector-Emitter Voltage (VCEO)"": ""30V"", ""Collector Current (IC)"": ""100 mA"", ""Power Dissipation"": ""500 mW"", ""Package"": ""TO-92"", ""Weight"": ""Approximately 1 g"" }",C41,,,"[ ""General-purpose PNP transistor suitable for switching and amplification applications"", ""Low noise operation with high current gain characteristics"", ""Compact TO-92 package for easy through-hole PCB mounting"", ""Compatible with Arduino, ESP32, Raspberry Pi, STM32, relay driver circuits, sensor interfaces, and embedded systems"", ""Ideal for signal amplification, high-side switching, LED drivers, audio circuits, control circuits, and DIY electronics projects"" ]",900
213,NPN-2N2222,,50,Miscellaneous,NPN-2N2222.jpg,"{ ""Product Type"": ""NPN Bipolar Junction Transistor (BJT)"", ""Model"": ""2N2222"", ""Transistor Type"": ""NPN"", ""Collector-Emitter Voltage (VCEO)"": ""40V"", ""Collector Current (IC)"": ""800 mA (Maximum)"", ""Power Dissipation"": ""625 mW"", ""Package"": ""TO-92 (2N2222A variants may also be available in TO-18 metal can)"", ""Weight"": ""Approximately 1 g"" }",C42,,,"[ ""General-purpose NPN transistor suitable for switching and amplification applications"", ""Supports collector currents up to 800 mA, making it suitable for driving relays, LEDs, and small motors"", ""High switching speed with reliable performance in digital and analog circuits"", ""Compatible with Arduino, ESP32, Raspberry Pi, STM32, relay modules, sensor circuits, and embedded systems"", ""Ideal for signal amplification, switching circuits, relay drivers, motor control, LED drivers, and DIY electronics projects"" ]",300
214,limit-switch-2,,50,Switches,limit-switch-2.jpg,"{ ""Product Type"": ""Limit Switch"", ""Switch Type"": ""Mechanical Micro Limit Switch"", ""Contact Configuration"": ""SPDT (COM, NO, NC)"", ""Rated Voltage"": ""125V AC / 250V AC, 30V DC (Model Dependent)"", ""Rated Current"": ""5A (Typical)"", ""Actuator Type"": ""Lever with Roller / Lever / Push Button (Model Dependent)"", ""Mounting Type"": ""Through-Hole / Screw Mount"", ""Weight"": ""Approximately 8 g"" }",C43,,,"[ ""Reliable mechanical switch for position and end-of-travel detection"", ""SPDT contacts provide Normally Open (NO) and Normally Closed (NC) switching options"", ""Compact and durable design suitable for repeated operation"", ""Compatible with Arduino, ESP32, Raspberry Pi, STM32, CNC machines, 3D printers, robotics, and automation systems"", ""Ideal for position sensing, safety interlocks, end-stop detection, machine control, and DIY electronics projects"" ]",43
215,ON OFF SWITCH BIG 2 PIN,,50,Switches,ON OFF SWITCH BIG 2 PIN.jpg,"{ ""Product Type"": ""On/Off Rocker Switch"", ""Switch Type"": ""SPST (Single Pole Single Throw)"", ""Number of Pins"": ""2"", ""Rated Voltage"": ""125V AC / 250V AC"", ""Rated Current"": ""6A - 10A (Model Dependent)"", ""Actuator Type"": ""Rocker"", ""Mounting Type"": ""Panel Mount"", ""Housing Material"": ""Flame-Retardant Plastic"", ""Weight"": ""Approximately 8 g"" }",C43A,,,"[ ""Simple ON/OFF control with 2-pin SPST switching configuration"", ""High-quality contacts provide reliable switching and long service life"", ""Snap-in panel mount design for quick and secure installation"", ""Compatible with power supplies, battery-operated devices, DIY electronics, Arduino enclosures, and embedded projects"", ""Ideal for controlling power in electronic equipment, robotics, home appliances, control panels, and DIY electrical projects"" ]",0
216,ON OFF SWITCH BIG 3 PIN,,50,Switches,ON OFF SWITCH BIG 3 PIN.jpeg,"{ ""Product Type"": ""Illuminated On/Off Rocker Switch"", ""Switch Type"": ""SPST (Single Pole Single Throw)"", ""Number of Pins"": ""3"", ""Rated Voltage"": ""125V AC / 250V AC"", ""Rated Current"": ""6A - 10A (Model Dependent)"", ""Actuator Type"": ""Illuminated Rocker"", ""Indicator"": ""Built-in LED/Neon Indicator (Model Dependent)"", ""Mounting Type"": ""Panel Mount"", ""Housing Material"": ""Flame-Retardant Plastic"", ""Weight"": ""Approximately 10 g"" }",C43B,,,"[ ""ON/OFF rocker switch with integrated indicator light for power status"", ""Three-pin configuration for line, load, and indicator connection"", ""Durable contacts provide reliable switching and long operational life"", ""Snap-in panel mount design for quick and secure installation"", ""Ideal for power supplies, control panels, home appliances, DIY electronics, robotics, and embedded system projects"" ]",13
217,ON OFF SWITCH SMALL 2 PIN,,50,Switches,ON OFF SWITCH SMALL 2 PIN.jpg,"{ ""Product Type"": ""Mini On/Off Toggle Switch"", ""Switch Type"": ""SPST (Single Pole Single Throw)"", ""Number of Pins"": ""2"", ""Rated Voltage"": ""125V AC / 250V AC"", ""Rated Current"": ""3A - 6A (Model Dependent)"", ""Actuator Type"": ""Mini Toggle"", ""Mounting Type"": ""Panel Mount"", ""Housing Material"": ""Metal and Plastic"", ""Weight"": ""Approximately 5 g"" }",C43C,,,"[ ""Compact 2-pin SPST switch for simple ON/OFF control"", ""Durable metal lever provides smooth and reliable operation"", ""Panel-mount design with threaded bushing for secure installation"", ""Compatible with Arduino projects, ESP32, battery-powered devices, power supplies, and DIY electronics"", ""Ideal for power switching, robotics, embedded systems, control panels, hobby electronics, and prototype projects"" ]",40
218,DC-Power-Jack,,10,Miscellaneous,DC-Power-Jack.jpg,"{ ""Product Type"": ""DC Power Jack Socket"", ""Connector Size"": ""5.5 mm × 2.1 mm"", ""Connector Type"": ""Female DC Barrel Jack"", ""Rated Voltage"": ""12V - 24V DC"", ""Rated Current"": ""2A - 5A (Model Dependent)"", ""Mounting Type"": ""PCB Through-Hole / Panel Mount (Model Dependent)"", ""Contact Material"": ""Nickel-Plated Copper Alloy"", ""Weight"": ""Approximately 3 g"" }",C44,20,10,"[ ""Standard 5.5 mm × 2.1 mm DC barrel jack for reliable DC power connections"", ""Durable metal contacts ensure stable electrical conductivity"", ""Compact design suitable for PCB mounting or panel mounting depending on the model"", ""Compatible with Arduino, ESP32, Raspberry Pi power adapters, CCTV systems, LED strips, routers, and other DC-powered devices"", ""Ideal for power supply inputs, embedded systems, DIY electronics, robotics, and prototyping applications"" ]",22
220,DC PIN MALE,,15,Miscellaneous,DC PIN MALE.jpg,"{ ""Product Type"": ""DC Power Plug"", ""Connector Size"": ""5.5 mm × 2.1 mm"", ""Connector Type"": ""Male DC Barrel Plug"", ""Rated Voltage"": ""12V - 24V DC"", ""Rated Current"": ""2A - 5A (Model Dependent)"", ""Termination Type"": ""Solder Type / Screw Terminal (Model Dependent)"", ""Contact Material"": ""Nickel-Plated Copper Alloy"", ""Housing Material"": ""PVC and Plastic"", ""Weight"": ""Approximately 3 g"" }",C44A,30,15,"[ ""Standard 5.5 mm × 2.1 mm male DC barrel plug for reliable DC power connections"", ""Durable nickel-plated contacts provide stable electrical conductivity"", ""Available in solder-type and screw-terminal versions for easy installation"", ""Compatible with Arduino, ESP32, Raspberry Pi power supplies, CCTV cameras, LED strips, routers, and other DC-powered devices"", ""Ideal for DC power adapters, embedded systems, robotics, DIY electronics, and power supply projects"" ]",16
221,DC PIN male to female,,15,Miscellaneous,DC PIN male to female.jpg,"{ ""Product Type"": ""DC Power Connector"", ""Connector Size"": ""5.5 mm × 2.1 mm"", ""Connector Type"": ""Female DC Barrel Connector"", ""Rated Voltage"": ""12V - 24V DC"", ""Rated Current"": ""2A - 5A (Model Dependent)"", ""Termination Type"": ""Solder Type / Screw Terminal (Model Dependent)"", ""Contact Material"": ""Nickel-Plated Copper Alloy"", ""Housing Material"": ""PVC and Plastic"", ""Weight"": ""Approximately 3 g"" }",C44B,30,15,"[ ""Standard 5.5 mm × 2.1 mm female DC barrel connector for secure DC power connections"", ""Durable nickel-plated contacts provide reliable electrical conductivity"", ""Available in solder-type and screw-terminal versions for quick and easy wiring"", ""Compatible with Arduino, ESP32, Raspberry Pi power adapters, CCTV systems, LED strips, routers, and other DC-powered devices"", ""Ideal for power supply connections, embedded systems, robotics, DIY electronics, and prototyping applications"" ]",3
222,BUZZER,,50,Miscellaneous,BUZZER.jpg,"{ ""Product Type"": ""Piezo Buzzer"", ""Buzzer Type"": ""Active / Passive (Model Dependent)"", ""Operating Voltage"": ""3V - 12V DC"", ""Rated Current"": ""?30 mA (Typical)"", ""Sound Output"": ""85 dB - 95 dB (Typical)"", ""Operating Frequency"": ""2 kHz - 4 kHz (Typical)"", ""Mounting Type"": ""PCB Through-Hole"", ""Weight"": ""Approximately 2 g"" }",C45,,,"[ ""Compact piezo buzzer for audible alerts and sound indication"", ""Available in active and passive versions for different applications"", ""Low power consumption with clear and reliable sound output"", ""Compatible with Arduino, ESP32, Raspberry Pi, STM32, PIC, AVR, and other microcontroller platforms"", ""Ideal for alarms, notifications, timers, security systems, embedded devices, robotics, and DIY electronics projects"" ]",41
223,GLUE STICK,,50,Miscellaneous,GLUE STICK.JPG,"{ ""Product Type"": ""Hot Melt Glue Stick"", ""Material"": ""EVA (Ethylene Vinyl Acetate)"", ""Diameter"": ""11 mm (Typical)"", ""Length"": ""200 mm (Typical)"", ""Color"": ""Transparent"", ""Melting Temperature"": ""160°C - 190°C"", ""Compatible Tool"": ""Hot Glue Gun"", ""Weight"": ""Approximately 20 g per Stick"" }",C46,,,"[ ""Provides strong and fast bonding for a wide variety of materials"", ""Transparent adhesive offers a clean and professional finish after cooling"", ""Quick melting and fast setting for efficient assembly and repairs"", ""Compatible with standard 11 mm hot glue guns used in electronics, crafts, and DIY projects"", ""Ideal for securing electronic components, cable management, prototyping, robotics, model making, arts and crafts, and general-purpose bonding"" ]",40
224,9V BATTERY,,25,Battery,9V BATTERY.JPG,"{ ""Product Type"": ""9V Battery"", ""Battery Type"": ""9V PP3"", ""Nominal Voltage"": ""9V DC"", ""Chemistry"": ""Alkaline / Carbon Zinc (Model Dependent)"", ""Capacity"": ""400 mAh - 600 mAh (Model Dependent)"", ""Terminal Type"": ""Snap Connector"", ""Rechargeable"": ""No (Standard Version)"", ""Weight"": ""Approximately 45 g"" }",C47,50,25,"[ ""Compact and reliable 9V battery for portable electronic applications"", ""Provides stable DC output for low- to medium-power devices"", ""Standard PP3 snap terminals ensure quick and secure connection"", ""Compatible with Arduino projects, multimeters, smoke detectors, wireless microphones, sensors, and DIY electronic circuits"", ""Ideal for testing, prototyping, alarms, portable electronics, educational kits, and battery-powered embedded systems"" ]",17
225,9V BATTERY CAP CONNECTOR,,10,Battery,9V BATTERY CAP CONNECTOR.JPEG,"{ ""Product Type"": ""9V Battery Snap Connector"", ""Connector Type"": ""PP3 Battery Clip"", ""Compatible Battery"": ""9V PP3 Battery"", ""Output Leads"": ""Red (+) and Black (-) Wire"", ""Wire Length"": ""150 mm (Typical)"", ""Contact Material"": ""Nickel-Plated Steel"", ""Insulation Material"": ""PVC"", ""Weight"": ""Approximately 5 g"" }",C47A,20,10,"[ ""Provides a secure snap-on connection to standard 9V PP3 batteries"", ""Pre-attached red and black leads simplify circuit wiring and prototyping"", ""Durable nickel-plated contacts ensure reliable electrical conductivity"", ""Compatible with Arduino, ESP32, Raspberry Pi, sensors, DIY electronic circuits, and battery-powered projects"", ""Ideal for powering prototypes, educational kits, robotics, portable electronics, and embedded system applications"" ]",13
226,SPEAKER,,50,Miscellaneous,,"{ ""Product Type"": ""Mini Speaker"", ""Speaker Type"": ""Dynamic Speaker"", ""Impedance"": ""8 ?"", ""Power Rating"": ""0.5 W - 3 W (Model Dependent)"", ""Frequency Response"": ""300 Hz - 20 kHz (Typical)"", ""Connection Type"": ""Solder Terminals"", ""Mounting Type"": ""Panel / Enclosure Mount"", ""Weight"": ""Approximately 15 g"" }",C48,,,"[ ""Compact dynamic speaker for clear audio output in electronic projects"", ""8 ? impedance compatible with common audio amplifier circuits"", ""Provides clear voice, tone, and music playback"", ""Compatible with Arduino, ESP32, Raspberry Pi, ISD1820 voice recording module, DFPlayer Mini, and audio amplifier modules"", ""Ideal for voice playback, alarms, notifications, multimedia projects, robotics, educational kits, and DIY electronics"" ]",40
227,RED LED,,50,LED,RED LED.jpeg,"{ ""Product Type"": ""Red LED"", ""LED Type"": ""5 mm Through-Hole LED"", ""Emitting Color"": ""Red"", ""Forward Voltage"": ""1.8V - 2.2V"", ""Forward Current"": ""20 mA (Typical)"", ""Viewing Angle"": ""20° - 30° (Typical)"", ""Wavelength"": ""620 nm - 630 nm"", ""Weight"": ""Approximately 1 g"" }",C51,,,"[ ""High-brightness red LED for indication and lighting applications"", ""Low power consumption with long operational life"", ""Standard 5 mm through-hole package for easy PCB and breadboard mounting"", ""Compatible with Arduino, ESP32, Raspberry Pi, STM32, PIC, AVR, and other microcontroller platforms"", ""Ideal for status indicators, signal lamps, educational projects, DIY electronics, robotics, and embedded system applications"" ]",2000
228,YELLOW LED,,50,LED,YELLOW LED.jpg,"{ ""Product Type"": ""Yellow LED"", ""LED Type"": ""5 mm Through-Hole LED"", ""Emitting Color"": ""Yellow"", ""Forward Voltage"": ""2.0V - 2.2V"", ""Forward Current"": ""20 mA (Typical)"", ""Viewing Angle"": ""20° - 30° (Typical)"", ""Wavelength"": ""585 nm - 595 nm"", ""Weight"": ""Approximately 1 g"" }",C52,,,"[ ""High-brightness yellow LED for indication and signaling applications"", ""Low power consumption with long operational life"", ""Standard 5 mm through-hole package for easy PCB and breadboard mounting"", ""Compatible with Arduino, ESP32, Raspberry Pi, STM32, PIC, AVR, and other microcontroller platforms"", ""Ideal for status indicators, warning lights, educational projects, DIY electronics, robotics, and embedded system applications"" ]",60
229,orange LED,,50,LED,orange LED.jpg,"{ ""Product Type"": ""Orange LED"", ""LED Type"": ""5 mm Through-Hole LED"", ""Emitting Color"": ""Orange"", ""Forward Voltage"": ""2.0V - 2.2V"", ""Forward Current"": ""20 mA (Typical)"", ""Viewing Angle"": ""20° - 30° (Typical)"", ""Wavelength"": ""600 nm - 610 nm"", ""Weight"": ""Approximately 1 g"" }",C53,,,"[ ""High-brightness orange LED for indication and signaling applications"", ""Low power consumption with long operational life"", ""Standard 5 mm through-hole package for easy PCB and breadboard mounting"", ""Compatible with Arduino, ESP32, Raspberry Pi, STM32, PIC, AVR, and other microcontroller platforms"", ""Ideal for status indicators, warning lights, traffic signal models, educational projects, robotics, and DIY electronics"" ]",900
