"id","title","description","price","category","image","specs","skv","mrp","sale_price","features","stock"
"170","1 CELL BATTERY HOLDER","","50","Miscellaneous","/uploads/1 CELL BATTERY HOLDER.jpg","{""Product Type"":""1 Cell Battery Holder"",""Battery Type"":""18650 Li-Ion Battery Holder"",""Number of Cells"":""1"",""Configuration"":""Single Cell (3.7V Nominal, 4.2V Fully Charged)"",""Material"":""ABS Plastic"",""Output Connection"":""Red and Black Wire Leads"",""Weight"":""Approximately 15 g""}","C24C",,"200","[""Designed to securely hold one 18650 lithium-ion rechargeable cell"",""Provides a nominal output voltage of 3.7V (4.2V when fully charged)"",""Durable ABS plastic construction with spring-loaded contacts for reliable battery connection"",""Pre-attached wire leads allow easy integration with electronic circuits and battery charging modules"",""Ideal for portable electronics, IoT devices, robotics, DIY electronics, embedded systems, and battery-powered projects""]","100"
"171","MAINS CORD","","30","Cables","/uploads/MAINS CORD.jpg","{""Product Type"":""AC Mains Power Cord"",""Cable Type"":""2-Pin / 3-Pin Power Cord (Model Dependent)"",""Input Voltage"":""110V - 250V AC"",""Rated Current"":""6A - 10A (Model Dependent)"",""Cable Length"":""1.5 m (Typical)"",""Conductor Material"":""Copper"",""Insulation Material"":""PVC"",""Weight"":""Approximately 120 g""}","C25","60","30","[""Provides a reliable AC power connection for electronic equipment and appliances"",""Constructed with high-quality copper conductors for efficient power transmission"",""Durable PVC insulation offers protection against wear and electrical hazards"",""Compatible with power supplies, desktop computers, monitors, laboratory equipment, and other AC-powered devices (connector type dependent)"",""Ideal for home appliances, industrial equipment, electronic workbenches, and DIY electrical projects""]","100"
"172","HDMI-cable","","50","Cables","/uploads/HDMI-cable.jpg","{""Product Type"":""HDMI Cable"",""Connector Type"":""HDMI Type-A Male to HDMI Type-A Male"",""HDMI Standard"":""HDMI 2.0 (Model Dependent)"",""Supported Resolution"":""Up to 4K @ 60 Hz (Model Dependent)"",""Cable Length"":""1.5 m (Typical)"",""Conductor Material"":""Copper"",""Weight"":""Approximately 90 g""}","C26",,"200","[""Supports high-definition digital video and multi-channel audio transmission"",""Provides reliable signal transfer with high-quality copper conductors"",""Compatible with TVs, monitors, projectors, Raspberry Pi, desktop computers, laptops, gaming consoles, and media players"",""Plug-and-play design requires no additional drivers or software"",""Ideal for multimedia applications, presentations, home entertainment systems, embedded displays, and educational projects""]","100"
"173","33PF 50V CAPACOTIOR","","50","Miscellaneous","/uploads/33PF 50V CAPACOTIOR.jpg","{""Product Type"":""Ceramic Capacitor"",""Capacitance"":""33 pF"",""Rated Voltage"":""50V DC"",""Capacitor Type"":""Ceramic Disc Capacitor"",""Tolerance"":""±5% (Typical)"",""Lead Type"":""Through-Hole"",""Operating Temperature"":""-25°C to +85°C"",""Weight"":""Approximately 1 g""}","C31",,"200","[""33 pF ceramic capacitor suitable for high-frequency electronic circuits"",""Rated for operation up to 50V DC"",""Low loss and stable electrical characteristics for reliable performance"",""Compatible with Arduino, ESP32, Raspberry Pi, STM32, oscillators, RF circuits, and general electronic applications"",""Ideal for oscillator circuits, crystal load capacitors, RF tuning, signal filtering, timing circuits, and DIY electronics projects""]","100"
"174","0.001 UF 50V CAP","","50","Miscellaneous","https://placehold.co/400x400?text=No+Image","{""Product Type"":""Ceramic Capacitor"",""Capacitance"":""0.001 µF (1 nF / 1000 pF)"",""Rated Voltage"":""50V DC"",""Capacitor Type"":""Ceramic Disc Capacitor"",""Tolerance"":""±5% (Typical)"",""Lead Type"":""Through-Hole"",""Operating Temperature"":""-25°C to +85°C"",""Weight"":""Approximately 1 g""}","C31A",,"200","[""0.001 µF (1 nF) ceramic capacitor suitable for general-purpose and high-frequency electronic circuits"",""Rated for operation up to 50V DC"",""Low loss, stable capacitance, and reliable electrical performance"",""Compatible with Arduino, ESP32, Raspberry Pi, STM32, amplifiers, oscillators, and filter circuits"",""Ideal for signal coupling, bypassing, noise suppression, timing circuits, RF applications, and DIY electronics projects""]","100"
"175","0.01UF 50V CAP","","50","Miscellaneous","https://placehold.co/400x400?text=No+Image","{""Product Type"":""Ceramic Capacitor"",""Capacitance"":""0.01 µF (10 nF)"",""Rated Voltage"":""50V DC"",""Capacitor Type"":""Ceramic Disc Capacitor"",""Tolerance"":""±5% (Typical)"",""Lead Type"":""Through-Hole"",""Operating Temperature"":""-25°C to +85°C"",""Weight"":""Approximately 1 g""}","C31B",,"200","[""0.01 µF (10 nF) ceramic capacitor for general-purpose electronic circuits"",""Rated for operation up to 50V DC"",""Low leakage current with stable capacitance and reliable performance"",""Compatible with Arduino, ESP32, Raspberry Pi, STM32, amplifiers, oscillators, and filter circuits"",""Ideal for decoupling, signal coupling, bypassing, noise suppression, timing circuits, and DIY electronics projects""]","100"
"176","0.1 UF 50V CAP","","50","Miscellaneous","https://placehold.co/400x400?text=No+Image","{""Product Type"":""Ceramic Capacitor"",""Capacitance"":""0.01 µF (10 nF)"",""Rated Voltage"":""50V DC"",""Capacitor Type"":""Ceramic Disc Capacitor"",""Tolerance"":""±5% (Typical)"",""Lead Type"":""Through-Hole"",""Operating Temperature"":""-25°C to +85°C"",""Weight"":""Approximately 1 g""}","C31C",,"200","[""0.01 µF (10 nF) ceramic capacitor for general-purpose electronic circuits"",""Rated for operation up to 50V DC"",""Low leakage current with stable capacitance and reliable performance"",""Compatible with Arduino, ESP32, Raspberry Pi, STM32, amplifiers, oscillators, and filter circuits"",""Ideal for decoupling, signal coupling, bypassing, noise suppression, timing circuits, and DIY electronics projects""]","100"
"177","100 PF 50V","","50","Miscellaneous","/uploads/100 PF 50V.jpeg","{""Product Type"":""Ceramic Capacitor"",""Capacitance"":""100 pF"",""Rated Voltage"":""50V DC"",""Capacitor Type"":""Ceramic Disc Capacitor"",""Tolerance"":""±5% (Typical)"",""Lead Type"":""Through-Hole"",""Operating Temperature"":""-25°C to +85°C"",""Weight"":""Approximately 1 g""}","C31D",,"200","[""100 pF ceramic capacitor designed for high-frequency and general-purpose electronic circuits"",""Rated for operation up to 50V DC"",""Low loss with stable capacitance for reliable circuit performance"",""Compatible with Arduino, ESP32, Raspberry Pi, STM32, RF circuits, oscillators, and communication modules"",""Ideal for crystal oscillator circuits, RF tuning, signal filtering, coupling, timing circuits, and DIY electronics projects""]","100"
"178","CAP01 O.OO1 UF 50V","","50","Miscellaneous","/uploads/CAP01 O.OO1 UF 50V.jpg","{""Product Type"":""Ceramic Capacitor"",""Capacitance"":""0.001 µF (1 nF / 1000 pF)"",""Rated Voltage"":""50V DC"",""Capacitor Type"":""C31CAP01 Ceramic Disc Capacitor"",""Tolerance"":""±5% (Typical)"",""Lead Type"":""Through-Hole"",""Operating Temperature"":""-25°C to +85°C"",""Weight"":""Approximately 1 g""}","C31E",,"200","[""0.001 µF (1 nF) ceramic capacitor suitable for high-frequency and general-purpose electronic circuits"",""Rated for operation up to 50V DC"",""Provides low leakage current, stable capacitance, and reliable electrical performance"",""Compatible with Arduino, ESP32, Raspberry Pi, STM32, oscillators, RF circuits, and filter applications"",""Ideal for signal coupling, bypassing, noise suppression, timing circuits, RF tuning, and DIY electronics projects""]","100"
"179","22 PF 50V","","50","Miscellaneous","/uploads/22 PF 50V.jpg","{""Product Type"":""Ceramic Capacitor"",""Capacitance"":""22 pF"",""Rated Voltage"":""50V DC"",""Capacitor Type"":""Ceramic Disc Capacitor"",""Tolerance"":""±5% (Typical)"",""Lead Type"":""Through-Hole"",""Operating Temperature"":""-25°C to +85°C"",""Weight"":""Approximately 1 g""}","C31F",,"200","[""22 pF ceramic capacitor suitable for high-frequency and general-purpose electronic circuits"",""Rated for operation up to 50V DC"",""Low loss and stable capacitance for reliable circuit performance"",""Compatible with Arduino, ESP32, Raspberry Pi, STM32, crystal oscillators, RF circuits, and communication modules"",""Ideal for crystal load capacitors, RF tuning, signal filtering, timing circuits, oscillator circuits, and DIY electronics projects""]","100"
"180","1 UF CAP","","50","Miscellaneous","/uploads/1 UF CAP.jpg","{""Product Type"":""Electrolytic Capacitor"",""Capacitance"":""1 µF"",""Rated Voltage"":""50V DC (Typical)"",""Capacitor Type"":""Aluminum Electrolytic Capacitor"",""Tolerance"":""±20%"",""Lead Type"":""Radial Through-Hole"",""Operating Temperature"":""-40°C to +105°C"",""Weight"":""Approximately 1 g""}","C32",,"200","[""1 µF electrolytic capacitor suitable for general-purpose electronic circuits"",""Provides stable capacitance for filtering, coupling, and decoupling applications"",""Polarized design with clearly marked positive and negative terminals"",""Compatible with Arduino, ESP32, Raspberry Pi, STM32, power supply circuits, amplifiers, and embedded systems"",""Ideal for power supply filtering, signal coupling, bypass circuits, timing applications, and DIY electronics projects""]","100"
"181","2.2 UF CAP","","50","Miscellaneous","/uploads/2.2 UF CAP.jpg","{""Product Type"":""Electrolytic Capacitor"",""Capacitance"":""2.2 µF"",""Rated Voltage"":""50V DC (Typical)"",""Capacitor Type"":""Aluminum Electrolytic Capacitor"",""Tolerance"":""±20%"",""Lead Type"":""Radial Through-Hole"",""Operating Temperature"":""-40°C to +105°C"",""Weight"":""Approximately 1 g""}","C33",,"200","[""2.2 µF electrolytic capacitor suitable for general-purpose electronic circuits"",""Provides stable capacitance for filtering, coupling, decoupling, and timing applications"",""Polarized design with clearly marked positive and negative terminals"",""Compatible with Arduino, ESP32, Raspberry Pi, STM32, power supply circuits, amplifiers, and embedded systems"",""Ideal for power supply filtering, signal coupling, bypass circuits, audio electronics, and DIY electronics projects""]","100"
"182","4.7 UF CAP","","50","Miscellaneous","/uploads/4.7 UF CAP.jpg","{""Product Type"":""Electrolytic Capacitor"",""Capacitance"":""4.7 µF"",""Rated Voltage"":""50V DC (Typical)"",""Capacitor Type"":""Aluminum Electrolytic Capacitor"",""Tolerance"":""±20%"",""Lead Type"":""Radial Through-Hole"",""Operating Temperature"":""-40°C to +105°C"",""Weight"":""Approximately 1 g""}","C34",,"200","[""4.7 µF electrolytic capacitor suitable for general-purpose electronic circuits"",""Provides stable capacitance for filtering, coupling, decoupling, and timing applications"",""Polarized design with clearly marked positive and negative terminals"",""Compatible with Arduino, ESP32, Raspberry Pi, STM32, power supply circuits, amplifiers, and embedded systems"",""Ideal for power supply filtering, signal coupling, bypass circuits, audio electronics, and DIY electronics projects""]","100"
"183","capacitor-10uf100v","","50","Miscellaneous","/uploads/capacitor-10uf100v.jpg","{""Product Type"":""Electrolytic Capacitor"",""Capacitance"":""10 µF"",""Rated Voltage"":""50V DC (Typical)"",""Capacitor Type"":""Aluminum Electrolytic Capacitor"",""Tolerance"":""±20%"",""Lead Type"":""Radial Through-Hole"",""Operating Temperature"":""-40°C to +105°C"",""Weight"":""Approximately 1 g""}","C35",,"200","[""10 µF electrolytic capacitor suitable for general-purpose electronic circuits"",""Provides stable capacitance for filtering, coupling, decoupling, and timing applications"",""Polarized design with clearly marked positive and negative terminals"",""Compatible with Arduino, ESP32, Raspberry Pi, STM32, power supply circuits, amplifiers, and embedded systems"",""Ideal for power supply filtering, signal coupling, bypass circuits, voltage smoothing, and DIY electronics projects""]","100"
"184","22UF 50v CAP","","50","Miscellaneous","/uploads/22UF 50v CAP.jpg","{""Product Type"":""Electrolytic Capacitor"",""Capacitance"":""22 µF"",""Rated Voltage"":""50V DC (Typical)"",""Capacitor Type"":""Aluminum Electrolytic Capacitor"",""Tolerance"":""±20%"",""Lead Type"":""Radial Through-Hole"",""Operating Temperature"":""-40°C to +105°C"",""Weight"":""Approximately 2 g""}","C36",,"200","[""22 µF electrolytic capacitor suitable for general-purpose electronic circuits"",""Provides stable capacitance for power supply filtering, coupling, and decoupling applications"",""Polarized design with clearly marked positive and negative terminals"",""Compatible with Arduino, ESP32, Raspberry Pi, STM32, power supply circuits, amplifiers, and embedded systems"",""Ideal for voltage smoothing, bypass circuits, signal coupling, timing circuits, and DIY electronics projects""]","100"
"185","100UF CAP","","50","Miscellaneous","/uploads/100UF CAP.jpg","{""Product Type"":""Electrolytic Capacitor"",""Capacitance"":""100 µF"",""Rated Voltage"":""50V DC (Typical)"",""Capacitor Type"":""Aluminum Electrolytic Capacitor"",""Tolerance"":""±20%"",""Lead Type"":""Radial Through-Hole"",""Operating Temperature"":""-40°C to +105°C"",""Weight"":""Approximately 3 g""}","C37",,"200","[""100 µF electrolytic capacitor suitable for power supply and general-purpose electronic circuits"",""Provides excellent filtering, voltage smoothing, coupling, and decoupling performance"",""Polarized design with clearly marked positive and negative terminals"",""Compatible with Arduino, ESP32, Raspberry Pi, STM32, amplifiers, motor driver circuits, and embedded systems"",""Ideal for power supply filtering, energy storage, ripple reduction, audio circuits, and DIY electronics projects""]","100"
"186","470 UF CAP","","50","Miscellaneous","/uploads/470 UF CAP.jpg","{""Product Type"":""Electrolytic Capacitor"",""Capacitance"":""470 µF"",""Rated Voltage"":""50V DC (Typical)"",""Capacitor Type"":""Aluminum Electrolytic Capacitor"",""Tolerance"":""±20%"",""Lead Type"":""Radial Through-Hole"",""Operating Temperature"":""-40°C to +105°C"",""Weight"":""Approximately 5 g""}","C38",,"200","[""470 µF electrolytic capacitor suitable for power supply and high-capacitance electronic applications"",""Provides excellent filtering, voltage smoothing, ripple reduction, and energy storage"",""Polarized design with clearly marked positive and negative terminals"",""Compatible with Arduino, ESP32, Raspberry Pi, STM32, motor drivers, power supply circuits, and embedded systems"",""Ideal for power supply filtering, bulk energy storage, audio amplifiers, motor control circuits, and DIY electronics projects""]","100"
